user_id,item_idx,asin,interaction_type,weight,timestamp
1,1664,B0B7K7FCMP,click,2.0,2025-02-21 01:58:00
1,2435,B07NK49LFR,click,2.0,2025-02-02 20:21:00
1,401,B007RDGHPU,click,2.0,2025-01-04 10:29:00
1,1664,B0B7K7FCMP,purchase,5.0,2025-01-31 07:36:00
1,598,B06XPLWNKL,view,1.0,2025-03-16 03:14:00
1,1164,B08ZCS7F1W,purchase,5.0,2025-02-20 01:14:00
1,4649,B0C2J3W4PV,view,1.0,2025-01-05 05:25:00
1,4649,B0C2J3W4PV,click,2.0,2025-01-20 16:11:00
1,2520,B0035WOL2S,click,2.0,2025-02-06 10:35:00
1,4651,B0BR45YDZ5,purchase,5.0,2025-02-19 23:09:00
1,2109,B00N5WQLBM,view,1.0,2025-01-13 07:01:00
1,69,B0BKGZTQ61,purchase,5.0,2025-01-09 10:14:00
1,4651,B0BR45YDZ5,click,2.0,2025-02-18 04:59:00
1,658,B0CB941RPH,view,1.0,2025-01-09 01:11:00
1,2822,B08LPT7TCW,view,1.0,2025-01-22 07:10:00
1,950,B0BFR7PM1R,purchase,5.0,2025-03-26 04:04:00
1,2520,B0035WOL2S,view,1.0,2025-01-04 12:41:00
2,848,B07Y57CN7B,purchase,5.0,2025-01-07 00:22:00
2,657,B0BB5S95C1,view,1.0,2025-01-29 17:01:00
2,2928,B0BNJNWCHB,view,1.0,2025-01-02 02:22:00
2,3574,B08TKYTVS4,view,1.0,2025-02-07 08:33:00
2,1033,B09F9C3KFS,view,1.0,2025-01-24 16:09:00
2,3142,B09D9H9MYY,view,1.0,2025-03-22 17:50:00
2,256,B094NW5Y36,view,1.0,2025-01-25 06:08:00
2,3142,B09D9H9MYY,click,2.0,2025-01-26 12:33:00
2,3142,B09D9H9MYY,view,1.0,2025-03-26 09:35:00
2,848,B07Y57CN7B,view,1.0,2025-01-25 05:57:00
2,579,B01EYSA8F0,purchase,5.0,2025-01-27 05:26:00
2,3574,B08TKYTVS4,view,1.0,2025-02-22 06:09:00
2,1960,B089P2PLZC,click,2.0,2025-02-15 01:59:00
2,887,B083X3QTBD,purchase,5.0,2025-01-26 20:10:00
2,3574,B08TKYTVS4,view,1.0,2025-02-08 07:34:00
2,1825,B09MKHVXGH,view,1.0,2025-01-22 04:55:00
2,3574,B08TKYTVS4,view,1.0,2025-03-24 02:51:00
2,3142,B09D9H9MYY,view,1.0,2025-03-14 01:52:00
2,256,B094NW5Y36,view,1.0,2025-03-02 10:39:00
2,3142,B09D9H9MYY,view,1.0,2025-02-13 18:29:00
2,3574,B08TKYTVS4,click,2.0,2025-02-13 16:16:00
2,2153,B01MRP6WBB,purchase,5.0,2025-03-03 15:23:00
2,3044,B0BYZTGKYZ,view,1.0,2025-03-21 05:07:00
2,256,B094NW5Y36,view,1.0,2025-02-28 08:44:00
2,848,B07Y57CN7B,view,1.0,2025-01-17 22:25:00
2,848,B07Y57CN7B,click,2.0,2025-03-20 20:06:00
2,848,B07Y57CN7B,view,1.0,2025-03-23 19:38:00
2,3142,B09D9H9MYY,view,1.0,2025-01-17 13:30:00
2,3574,B08TKYTVS4,purchase,5.0,2025-01-03 04:42:00
2,3574,B08TKYTVS4,view,1.0,2025-01-04 21:24:00
2,2507,B0B4SDN7FX,view,1.0,2025-03-07 22:34:00
2,92,B09M75XMHJ,view,1.0,2025-01-13 17:31:00
2,412,B08GKRGXSH,purchase,5.0,2025-01-29 16:28:00
2,3574,B08TKYTVS4,view,1.0,2025-02-25 11:46:00
2,256,B094NW5Y36,click,2.0,2025-03-25 04:00:00
3,1912,B00K7ZS26W,view,1.0,2025-01-15 01:34:00
3,4406,B09XXSCDNM,view,1.0,2025-01-18 14:43:00
3,1024,B07M7KZ65P,purchase,5.0,2025-03-30 16:28:00
3,3885,B08LD98CKR,view,1.0,2025-03-12 02:28:00
3,3184,B0BR8GDBJ4,view,1.0,2025-01-03 19:45:00
3,4591,B097DHGFWM,purchase,5.0,2025-01-17 11:19:00
3,368,B09ZQP49L1,click,2.0,2025-03-01 21:53:00
3,4989,B0CC98KG7B,view,1.0,2025-01-11 12:16:00
3,2503,B07X9V4ZCB,view,1.0,2025-03-23 13:46:00
3,1381,B0CD2QM41R,view,1.0,2025-02-02 05:40:00
3,3304,B09N1DN7SW,view,1.0,2025-02-10 16:11:00
3,728,B075MJ52S4,click,2.0,2025-03-27 19:32:00
3,2503,B07X9V4ZCB,click,2.0,2025-01-02 00:32:00
3,466,B097M667SV,view,1.0,2025-01-26 21:38:00
3,807,B0C9DTSVRC,purchase,5.0,2025-01-15 01:41:00
3,2298,B08KY1YNPS,view,1.0,2025-03-02 02:58:00
3,368,B09ZQP49L1,view,1.0,2025-02-01 08:49:00
3,4785,B08N84TV1D,view,1.0,2025-03-25 14:58:00
3,1381,B0CD2QM41R,view,1.0,2025-01-04 05:57:00
4,4001,B00M1RHFLC,click,2.0,2025-03-16 00:23:00
4,2153,B01MRP6WBB,purchase,5.0,2025-01-15 00:11:00
4,1435,B097NZCJNK,click,2.0,2025-03-30 00:48:00
4,563,B07NP29FKM,purchase,5.0,2025-03-31 10:34:00
4,4516,B08RC76PP1,view,1.0,2025-02-15 08:02:00
4,2234,B000FO6MRQ,click,2.0,2025-03-11 20:28:00
4,4062,B09CD3KLRL,purchase,5.0,2025-02-17 04:14:00
4,3451,B01H5DW7EQ,view,1.0,2025-03-11 13:49:00
4,2514,B0BBFSK9H2,view,1.0,2025-03-21 14:52:00
4,1125,B001NIZ5UI,view,1.0,2025-01-15 03:20:00
4,563,B07NP29FKM,purchase,5.0,2025-03-09 15:52:00
4,3451,B01H5DW7EQ,view,1.0,2025-01-28 02:07:00
4,846,B09VY1PJYK,view,1.0,2025-01-02 16:12:00
4,2658,B097M4MZTF,view,1.0,2025-01-07 11:09:00
4,888,B08F3GCMXG,click,2.0,2025-02-11 09:55:00
4,2305,B094D3P4RD,view,1.0,2025-01-01 11:55:00
4,3451,B01H5DW7EQ,purchase,5.0,2025-01-22 21:20:00
4,1049,B0BQJTT2YN,purchase,5.0,2025-01-10 23:57:00
4,2950,B09NDRMR29,view,1.0,2025-03-21 16:25:00
4,846,B09VY1PJYK,click,2.0,2025-01-19 03:59:00
4,2658,B097M4MZTF,purchase,5.0,2025-02-05 09:32:00
4,1435,B097NZCJNK,purchase,5.0,2025-02-02 22:20:00
4,1435,B097NZCJNK,view,1.0,2025-03-12 10:09:00
4,4140,B07RQWMHQ1,view,1.0,2025-01-25 01:34:00
4,341,B09VGWGTBS,click,2.0,2025-02-08 08:48:00
4,2234,B000FO6MRQ,purchase,5.0,2025-01-19 03:25:00
4,2153,B01MRP6WBB,view,1.0,2025-02-05 07:36:00
4,915,B008BMK6YO,click,2.0,2025-03-11 08:38:00
4,1837,B0CJCTGDBL,view,1.0,2025-03-01 04:43:00
4,1435,B097NZCJNK,click,2.0,2025-03-13 17:02:00
4,4140,B07RQWMHQ1,click,2.0,2025-03-27 05:01:00
4,3192,B009F9MPRS,view,1.0,2025-03-28 19:07:00
4,2950,B09NDRMR29,view,1.0,2025-03-18 14:56:00
4,2950,B09NDRMR29,purchase,5.0,2025-02-24 15:11:00
4,4062,B09CD3KLRL,view,1.0,2025-01-03 15:29:00
4,4062,B09CD3KLRL,view,1.0,2025-01-05 19:39:00
4,1125,B001NIZ5UI,view,1.0,2025-03-25 05:21:00
4,2153,B01MRP6WBB,view,1.0,2025-01-16 11:37:00
4,4140,B07RQWMHQ1,purchase,5.0,2025-01-23 17:44:00
4,1435,B097NZCJNK,click,2.0,2025-03-14 00:10:00
4,1260,B00BN534YU,view,1.0,2025-03-23 22:05:00
4,2382,B09B3ZY228,view,1.0,2025-01-12 14:48:00
4,341,B09VGWGTBS,view,1.0,2025-01-30 23:41:00
4,4063,B07ZWDW8KT,view,1.0,2025-02-21 13:08:00
4,563,B07NP29FKM,purchase,5.0,2025-01-02 02:17:00
4,2731,B000ODO4RI,view,1.0,2025-03-07 21:32:00
4,2331,B0BF55B5V6,view,1.0,2025-02-23 13:51:00
4,2658,B097M4MZTF,view,1.0,2025-01-13 20:33:00
5,2865,B0CBPD6MS2,purchase,5.0,2025-02-19 14:50:00
5,2584,B008MYET26,click,2.0,2025-02-06 00:55:00
5,4363,B076CXTTGV,purchase,5.0,2025-01-30 06:43:00
5,2657,B0BVHVM3DX,click,2.0,2025-02-27 15:07:00
5,520,B09444DJKG,view,1.0,2025-01-04 07:34:00
5,3705,B0C4FPPDQP,view,1.0,2025-03-30 09:20:00
5,2876,B09VT9RMNQ,purchase,5.0,2025-02-10 15:12:00
5,2643,B0CJ2D1LXH,purchase,5.0,2025-03-31 21:11:00
5,950,B0BFR7PM1R,view,1.0,2025-01-20 10:15:00
5,657,B0BB5S95C1,view,1.0,2025-02-27 03:46:00
5,4385,B08N4PVMND,view,1.0,2025-01-26 04:37:00
5,3280,B0CHRL8WP8,click,2.0,2025-03-15 05:45:00
5,4385,B08N4PVMND,click,2.0,2025-03-12 03:28:00
5,95,B09QFL1K73,click,2.0,2025-02-27 22:51:00
5,95,B09QFL1K73,view,1.0,2025-03-23 18:30:00
5,4363,B076CXTTGV,click,2.0,2025-03-24 21:23:00
6,2737,B0CCVNLJZC,view,1.0,2025-02-01 15:42:00
6,2639,B0C7R7WCF9,view,1.0,2025-01-19 08:11:00
6,1430,B008H3TWNS,view,1.0,2025-01-21 12:33:00
6,2996,B0C2QCL49J,view,1.0,2025-02-28 22:26:00
6,319,B0CJNDSS2B,view,1.0,2025-01-25 19:33:00
6,2734,B00S1095BQ,view,1.0,2025-03-02 08:51:00
6,593,B0B1ZW1NQG,view,1.0,2025-01-11 01:46:00
6,1207,B0CGDN69YW,view,1.0,2025-03-27 02:11:00
6,2628,B095783WQ2,click,2.0,2025-01-28 23:25:00
6,2616,B0CC93TJPS,view,1.0,2025-02-03 08:50:00
6,3542,B0BX4F5K1H,view,1.0,2025-01-23 15:21:00
6,4063,B07ZWDW8KT,view,1.0,2025-02-04 00:19:00
6,579,B01EYSA8F0,click,2.0,2025-01-28 14:38:00
6,4489,B08TC1B2Y8,click,2.0,2025-03-13 22:22:00
6,4246,B077PWXNZ6,view,1.0,2025-01-25 14:37:00
6,1404,B0C6Y59C6C,click,2.0,2025-02-22 13:51:00
6,4389,B00K1YXDOK,view,1.0,2025-03-18 14:17:00
6,1723,B0BZJMR8G3,view,1.0,2025-01-23 01:55:00
6,347,B0CG31GPFJ,view,1.0,2025-03-13 02:18:00
6,593,B0B1ZW1NQG,view,1.0,2025-01-25 07:23:00
6,1635,B0BXXP93ZN,click,2.0,2025-02-17 18:45:00
6,3731,B0C93ZNWN2,view,1.0,2025-03-25 12:06:00
6,2929,B0CDT1BKGG,click,2.0,2025-01-19 14:51:00
6,2480,B0CJ9855BN,click,2.0,2025-02-05 07:16:00
6,837,B0BF49QV14,view,1.0,2025-02-21 13:10:00
6,2670,B0BN9PPV8G,click,2.0,2025-02-10 03:58:00
6,4281,B07VHDYJL5,view,1.0,2025-03-27 08:55:00
6,1860,B0C2MYMMDC,view,1.0,2025-03-03 16:47:00
6,2823,B081TSNX73,click,2.0,2025-02-19 20:20:00
6,3430,B0BMM4219P,click,2.0,2025-02-13 00:52:00
6,3886,B0BDZQ54HM,click,2.0,2025-02-04 16:33:00
6,2731,B000ODO4RI,click,2.0,2025-02-16 07:11:00
6,2241,B093Q41NCL,purchase,5.0,2025-01-19 19:28:00
6,1404,B0C6Y59C6C,view,1.0,2025-01-20 18:03:00
6,922,B09KH55MMN,click,2.0,2025-01-22 11:44:00
6,1178,B0B3XMHYXL,click,2.0,2025-02-24 08:00:00
6,3390,B0C5L9W8JC,view,1.0,2025-03-23 16:11:00
6,703,B09W5KDX2K,purchase,5.0,2025-03-06 12:48:00
6,347,B0CG31GPFJ,view,1.0,2025-03-25 23:48:00
6,2664,B09F171YF6,view,1.0,2025-03-03 07:42:00
6,1282,B0CBSBFDD6,view,1.0,2025-02-18 09:42:00
6,587,B0C5R92P18,view,1.0,2025-02-06 16:40:00
7,1567,B08LHCM1PQ,view,1.0,2025-02-05 21:18:00
7,3738,B0C3VDBJXP,view,1.0,2025-02-23 12:46:00
7,685,B0B76LMHHM,view,1.0,2025-01-05 16:55:00
7,2235,B00RBGYGPG,purchase,5.0,2025-03-11 16:50:00
7,2769,B08XC2FRRJ,purchase,5.0,2025-02-21 05:54:00
7,1953,B07GYMW67T,view,1.0,2025-03-03 23:22:00
7,815,B07Z4GSSFD,view,1.0,2025-03-22 18:52:00
7,1901,B0C65SZG5M,view,1.0,2025-01-04 06:44:00
7,4027,B06X1C5817,purchase,5.0,2025-02-14 16:16:00
7,4468,B0CBRMTW9S,purchase,5.0,2025-02-07 02:58:00
7,2383,B0C3GP2SP9,view,1.0,2025-01-31 22:15:00
7,4644,B0BV16QMLH,click,2.0,2025-03-08 21:09:00
7,3738,B0C3VDBJXP,click,2.0,2025-03-07 08:23:00
7,2543,B09QXRW6JZ,view,1.0,2025-02-04 18:49:00
7,2807,B0834J5RVB,purchase,5.0,2025-01-30 06:02:00
7,4237,B0BGXBWXG8,view,1.0,2025-02-06 12:39:00
7,4183,B0BQMMZTC6,view,1.0,2025-01-01 03:34:00
7,2852,B09WTG2VNV,click,2.0,2025-02-03 13:13:00
7,1953,B07GYMW67T,click,2.0,2025-03-13 02:13:00
7,4785,B08N84TV1D,purchase,5.0,2025-03-02 18:58:00
7,3255,B0CJC56W64,purchase,5.0,2025-02-03 09:59:00
7,308,B0CBWQLXPV,purchase,5.0,2025-01-13 23:46:00
7,896,B0CF56QR3Q,click,2.0,2025-01-08 22:13:00
7,4486,B087DDGWKL,view,1.0,2025-02-22 06:00:00
7,3738,B0C3VDBJXP,purchase,5.0,2025-01-19 20:18:00
7,4257,B08HJ9ZSMV,purchase,5.0,2025-02-24 22:31:00
7,502,B0CH83KWKH,view,1.0,2025-02-23 19:19:00
7,2235,B00RBGYGPG,click,2.0,2025-02-22 23:14:00
7,1365,B07D7HD5D7,purchase,5.0,2025-03-28 07:17:00
7,2235,B00RBGYGPG,view,1.0,2025-03-16 08:11:00
7,4854,B00W8XXYSM,purchase,5.0,2025-01-26 17:31:00
7,2807,B0834J5RVB,purchase,5.0,2025-02-19 07:40:00
7,1199,B0BVVS1MP6,view,1.0,2025-01-29 10:56:00
7,3146,B0C4H64GQH,view,1.0,2025-02-03 11:03:00
7,4440,B098QJLWFH,click,2.0,2025-02-18 05:47:00
8,2782,B08XLW5K4C,view,1.0,2025-02-24 05:53:00
8,4171,B07WZ1J9XR,purchase,5.0,2025-01-29 01:16:00
8,2514,B0BBFSK9H2,view,1.0,2025-01-08 12:41:00
8,4558,B0BMLSMGGK,view,1.0,2025-03-22 19:23:00
8,4296,B0BVY6P9S2,view,1.0,2025-02-06 09:35:00
8,514,B0CF2C5T87,click,2.0,2025-02-12 20:23:00
8,854,B09T3H7N38,click,2.0,2025-02-17 21:36:00
8,1447,B07NH2JV7G,purchase,5.0,2025-01-09 21:55:00
8,4800,B01D4YJZYK,click,2.0,2025-03-30 06:48:00
8,2832,B09BK9HQWS,view,1.0,2025-02-04 02:48:00
8,2590,B07XB3J6Q2,view,1.0,2025-03-25 20:26:00
8,4558,B0BMLSMGGK,click,2.0,2025-02-27 12:19:00
8,324,B08M2BXCHJ,view,1.0,2025-02-10 08:04:00
8,2590,B07XB3J6Q2,purchase,5.0,2025-02-10 03:04:00
8,2697,B0BV2LXP9N,click,2.0,2025-03-17 18:18:00
8,4059,B06WWHMFMP,view,1.0,2025-01-26 07:04:00
8,2492,B0BJTMNMFL,view,1.0,2025-03-25 14:49:00
8,4642,B07KT9FKPW,purchase,5.0,2025-01-19 15:38:00
8,1577,B09PGQMTW5,view,1.0,2025-01-01 02:46:00
8,4247,B018GKD7E6,click,2.0,2025-01-24 23:41:00
8,2473,B08G8PHT96,click,2.0,2025-02-22 23:51:00
8,1456,B0BC2DF2F4,view,1.0,2025-02-26 21:05:00
8,324,B08M2BXCHJ,click,2.0,2025-02-07 20:19:00
8,700,B0BMDBXB9K,click,2.0,2025-03-09 11:37:00
8,3087,B09SGXF5W1,view,1.0,2025-01-13 22:57:00
8,3560,B0BLYZJS6T,view,1.0,2025-01-27 18:13:00
9,4257,B08HJ9ZSMV,click,2.0,2025-02-14 03:06:00
9,1440,B09M7F4TDB,view,1.0,2025-01-10 03:08:00
9,893,B005IEH4RU,view,1.0,2025-02-17 05:16:00
9,1199,B0BVVS1MP6,view,1.0,2025-03-26 14:14:00
9,2462,B0BKG61ZNH,click,2.0,2025-01-19 23:27:00
9,2988,B0CHFYCPG1,click,2.0,2025-03-25 12:39:00
9,4702,B0C64MJWFP,view,1.0,2025-02-16 00:56:00
9,3547,B0BTPH7YZM,click,2.0,2025-02-09 10:49:00
9,2855,B08XC5LFTG,view,1.0,2025-03-23 15:54:00
9,4060,B00J3UMUOC,view,1.0,2025-02-28 12:55:00
9,3146,B0C4H64GQH,view,1.0,2025-01-08 18:45:00
9,2988,B0CHFYCPG1,click,2.0,2025-03-30 06:48:00
9,4597,B013NMK2V8,view,1.0,2025-03-23 23:58:00
9,3547,B0BTPH7YZM,view,1.0,2025-02-09 03:49:00
9,2235,B00RBGYGPG,view,1.0,2025-01-18 01:21:00
9,2822,B08LPT7TCW,purchase,5.0,2025-03-27 06:42:00
9,1440,B09M7F4TDB,purchase,5.0,2025-01-01 22:02:00
9,502,B0CH83KWKH,view,1.0,2025-03-26 15:28:00
9,3146,B0C4H64GQH,view,1.0,2025-03-12 02:44:00
9,2153,B01MRP6WBB,view,1.0,2025-01-01 03:11:00
9,3146,B0C4H64GQH,view,1.0,2025-01-21 19:23:00
9,1377,B000QUWHIM,view,1.0,2025-01-05 03:45:00
9,3146,B0C4H64GQH,click,2.0,2025-03-21 00:48:00
9,2988,B0CHFYCPG1,purchase,5.0,2025-02-04 06:21:00
9,2235,B00RBGYGPG,view,1.0,2025-03-22 11:22:00
9,2988,B0CHFYCPG1,purchase,5.0,2025-02-06 22:12:00
9,1799,B09H3XBW65,click,2.0,2025-02-14 16:54:00
9,815,B07Z4GSSFD,click,2.0,2025-01-18 21:53:00
9,1837,B0CJCTGDBL,view,1.0,2025-02-01 09:50:00
9,3146,B0C4H64GQH,view,1.0,2025-02-05 01:08:00
9,3547,B0BTPH7YZM,click,2.0,2025-02-16 21:18:00
9,2807,B0834J5RVB,view,1.0,2025-01-09 14:32:00
9,1199,B0BVVS1MP6,view,1.0,2025-02-16 09:00:00
9,815,B07Z4GSSFD,click,2.0,2025-01-01 01:28:00
9,4257,B08HJ9ZSMV,view,1.0,2025-03-05 06:23:00
9,2769,B08XC2FRRJ,purchase,5.0,2025-01-26 16:02:00
10,2789,B075DFHSW6,view,1.0,2025-03-02 18:42:00
10,3461,B07W14SZ9G,view,1.0,2025-01-20 15:18:00
10,1764,B09KTSN2NN,click,2.0,2025-01-28 04:58:00
10,419,B08V52V7Y6,view,1.0,2025-01-04 21:48:00
10,1083,B0B4NN89WQ,view,1.0,2025-03-16 10:17:00
10,1083,B0B4NN89WQ,view,1.0,2025-03-28 10:20:00
10,1596,B09F3RYBFN,view,1.0,2025-03-30 08:53:00
10,1659,B09YD2F6F7,view,1.0,2025-03-12 03:00:00
10,3134,B09TFFMPNK,click,2.0,2025-02-16 16:28:00
10,356,B07SYM89NM,view,1.0,2025-02-02 22:58:00
10,3134,B09TFFMPNK,view,1.0,2025-01-20 05:02:00
10,2599,B08ZJNWBSB,view,1.0,2025-03-18 01:36:00
10,3094,B07J1ST6M5,purchase,5.0,2025-03-16 07:43:00
10,1083,B0B4NN89WQ,view,1.0,2025-01-29 07:25:00
10,4861,B0BWFTZMQ9,view,1.0,2025-02-24 15:45:00
10,1596,B09F3RYBFN,view,1.0,2025-02-28 14:55:00
10,419,B08V52V7Y6,view,1.0,2025-03-14 02:50:00
10,2599,B08ZJNWBSB,view,1.0,2025-02-26 07:14:00
10,368,B09ZQP49L1,click,2.0,2025-02-22 22:11:00
11,4607,B01N8TO9XM,view,1.0,2025-02-01 20:20:00
11,4638,B07Z9836X6,click,2.0,2025-02-06 12:50:00
11,478,B07FR624N2,click,2.0,2025-01-11 23:48:00
11,124,B0BGKPN929,view,1.0,2025-03-24 06:27:00
11,785,B0BHY87SST,view,1.0,2025-01-28 01:37:00
11,4421,B01GP4826S,view,1.0,2025-03-31 16:42:00
11,1855,B011UCB86Q,purchase,5.0,2025-02-01 16:40:00
11,4507,B003UV3454,view,1.0,2025-02-27 02:45:00
11,4421,B01GP4826S,view,1.0,2025-02-11 17:47:00
11,4676,B0B421NSRB,purchase,5.0,2025-03-21 17:03:00
11,3983,B0BZGS6LCN,purchase,5.0,2025-01-16 23:11:00
11,3892,B002YE5X16,view,1.0,2025-01-25 01:02:00
11,3379,B07D73ZG5Z,view,1.0,2025-01-26 19:39:00
11,239,B0C1V1TFH8,click,2.0,2025-03-08 15:48:00
11,1385,B09NY668DL,view,1.0,2025-02-13 14:33:00
11,1653,B0BHZMWX4Y,view,1.0,2025-01-04 22:47:00
11,6,B09WR64MCD,click,2.0,2025-03-07 02:57:00
11,3051,B0BZYGZ1HP,view,1.0,2025-03-27 20:32:00
11,4912,B097TMNGNP,click,2.0,2025-02-21 14:45:00
11,3733,B07D7LZ7HG,purchase,5.0,2025-01-05 05:48:00
11,2176,B09B7FCCT3,view,1.0,2025-03-09 17:20:00
11,2701,B004WC2H8A,view,1.0,2025-03-08 07:49:00
11,2801,B00N99FA5O,purchase,5.0,2025-03-16 04:57:00
11,3892,B002YE5X16,click,2.0,2025-02-28 12:37:00
11,990,B09V5PV8CJ,view,1.0,2025-01-02 00:39:00
12,293,B0BGR9316N,view,1.0,2025-02-28 15:05:00
12,1410,B0BWV7RTZT,click,2.0,2025-02-11 11:59:00
12,4154,B07H4MXRPS,purchase,5.0,2025-03-31 14:07:00
12,1748,B00KF56G4E,view,1.0,2025-01-12 12:42:00
12,1043,B0BNNW1545,purchase,5.0,2025-03-26 07:04:00
12,4841,B017N313B6,click,2.0,2025-02-16 11:36:00
12,4869,B0CGDXT32R,view,1.0,2025-03-12 12:51:00
12,2277,B0BTBJ2WRN,view,1.0,2025-01-15 03:46:00
12,694,B09CQD44NB,purchase,5.0,2025-01-21 04:26:00
12,2617,B000ORSICQ,view,1.0,2025-03-04 03:01:00
12,4869,B0CGDXT32R,click,2.0,2025-02-23 03:29:00
12,1407,B07TYF1R2B,view,1.0,2025-02-12 21:28:00
12,4841,B017N313B6,purchase,5.0,2025-01-19 05:05:00
12,3958,B0BQWF7S2P,click,2.0,2025-02-01 03:49:00
12,1016,B07DMYKF5L,view,1.0,2025-03-16 04:21:00
12,3197,B0BYDQ8MC4,view,1.0,2025-03-18 09:08:00
12,1947,B01N7XAS2S,purchase,5.0,2025-01-31 02:56:00
12,4061,B08CTGM8DR,click,2.0,2025-02-22 01:58:00
12,1206,B08DCH2R3X,view,1.0,2025-03-29 16:31:00
12,950,B0BFR7PM1R,view,1.0,2025-03-29 00:10:00
12,1573,B07FTJBWN3,view,1.0,2025-02-19 11:30:00
12,3442,B08MTHVWVT,view,1.0,2025-03-06 14:27:00
12,3969,B0BQVBH3JD,view,1.0,2025-01-04 11:18:00
